"ENTRY","PERIOD","ACCNO","NAME","DOCNO","INVNO","DEBORDER","ORDERNO","DEPREF","DATE","REF","AMOUNT","TAX","EXCODE","FAMOUNT","PAID"
"Crd Note",10,"TAN002","TANDOOR THE CLAY OVEN","00014110","00048352","DN#21714-EMPTY","","","18/12/2025","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
"Crd Note",10,"TAN002","TANDOOR THE CLAY OVEN","00014123","00048354","DN#21713-EMPTY","","","19/12/2025","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048538","00048538","DN#20960","","","30/12/2025","TANDOOR THE CLAY OVEN",1162.63,151.65,"00",0.00,"Y"
"Invoice",10,"TAN002","TANDOOR THE CLAY OVEN","00048539","00048539","DN#20960-EMPTY","","","30/12/2025","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",10,"TAN002","TANDOOR THE CLAY OVEN","00014183","00048539","DN#20960-EMPTY","","","30/12/2025","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048645","00048645","D/N 21625","00012775","","07/01/2026","TANDOOR THE CLAY OVEN",2325.25,303.29,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048646","00048646","DN12625","","","07/01/2026","TANDOOR THE CLAY OVEN",1162.63,151.65,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014218","00048645","D/N 21625","00012775","","07/01/2026","TANDOOR THE CLAY OVEN",-2325.25,-303.29,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048680","00048680","DN-21625-EMPTY","","","08/01/2026","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014222","00048680","DN-21625-EMPTY","","","08/01/2026","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048693","00048693","DN-21459 - PMB","00012812","","09/01/2026","TANDOOR THE CLAY OVEN",2325.25,303.29,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048698","00048698","DN 21459","00012815","","09/01/2026","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014235","00048693","DN-21459 - PMB","","","09/01/2026","TANDOOR THE CLAY OVEN",-1162.63,-151.65,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048722","00048722","REV CN#14235","","","09/01/2026","TANDOOR THE CLAY OVEN",1162.63,151.65,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014240","00048698","DN 21459","","","09/01/2026","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048730","00048730","DN-21762","00012840","","12/01/2026","TANDOOR THE CLAY OVEN",2325.25,303.29,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048731","00048731","DN-21762-EMPTY","00012841","","12/01/2026","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014287","00048731","DN-21762-EMPTY","","","12/01/2026","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","Alloc","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-10923.84,0.00,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048971","00048971","DN#21215","00013002","","28/01/2026","TANDOOR THE CLAY OVEN",1171.09,152.75,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048972","00048972","DN#21215-EMPTY","00013003","","28/01/2026","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048975","00048975","DN#21214-HILTON","00013004","","28/01/2026","TANDOOR THE CLAY OVEN",1171.09,152.75,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048976","00048976","DN#21214EMPTY HILTON","00013005","","28/01/2026","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048979","00048979","DN#21217- BULWER ST","","","28/01/2026","TANDOOR THE CLAY OVEN",1171.09,152.75,"00",0.00,"Y"
"Invoice",11,"TAN002","TANDOOR THE CLAY OVEN","00048980","00048980","DN#21217-EMPTY","","","28/01/2026","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014339","00048971","DN#21215","","","28/01/2026","TANDOOR THE CLAY OVEN",-1171.09,-152.75,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014340","00048972","DN#21215-EMPTY","","","28/01/2026","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014345","00048976","DN#21214EMPTY HILTON","","","28/01/2026","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Crd Note",11,"TAN002","TANDOOR THE CLAY OVEN","00014347","00048980","DN#21217-EMPTY","","","28/01/2026","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","Alloc","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",10923.84,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-454.09,0.00,"00",0.00,"N"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048693","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-1162.62,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048538","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-1162.63,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048646","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-1162.63,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048722","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-1162.63,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048698","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-1207.50,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048353","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-2286.49,0.00,"00",0.00,"Y"
"Payment",11,"TAN002","TANDOOR THE CLAY OVEN","00043067","00048730","TRANSF","","STAT 122","20/01/2026","TANDOOR THE CLAY OVEN",-2325.25,0.00,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049100","00049100","DN#21524","00013061","","05/02/2026","TANDOOR THE CLAY OVEN",1171.09,152.75,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049101","00049101","DN#21524-EMPTY","00013062","","05/02/2026","TANDOOR THE CLAY OVEN",1207.50,157.50,"00",0.00,"Y"
"Crd Note",12,"TAN002","TANDOOR THE CLAY OVEN","00014383","00049101","DN#21524-EMPTY","","","06/02/2026","TANDOOR THE CLAY OVEN",-1207.50,-157.50,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043216","Alloc","TRANSF","","STAT 123","02/02/2026","TANDOOR THE CLAY OVEN",-2342.18,0.00,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049228","00049228","DN#21250","00013121","","13/02/2026","TANDOOR THE CLAY OVEN",2368.75,308.97,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049229","00049229","DN#21250-EMPTY","00013122","","13/02/2026","TANDOOR THE CLAY OVEN",2415.00,315.00,"00",0.00,"Y"
"Crd Note",12,"TAN002","TANDOOR THE CLAY OVEN","00014425","00049229","DN#21250-EMPTY","","","13/02/2026","TANDOOR THE CLAY OVEN",-2415.00,-315.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043216","Alloc","TRANSF","","STAT 123","02/02/2026","TANDOOR THE CLAY OVEN",2342.18,0.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043216","00048975","TRANSF","","STAT 123","02/02/2026","TANDOOR THE CLAY OVEN",-1171.09,0.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043216","00048979","TRANSF","","STAT 123","02/02/2026","TANDOOR THE CLAY OVEN",-1171.09,0.00,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049259","00049259","DN#21544","00013152","","16/02/2026","TANDOOR THE CLAY OVEN",1653.19,215.63,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049260","00049260","DN#21544-EMPTY","00013153","","16/02/2026","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Crd Note",12,"TAN002","TANDOOR THE CLAY OVEN","00014434","00049260","DN#21544-EMPTY","","","16/02/2026","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049360","00049360","DN-21922-HILTON","00013239","","21/02/2026","TANDOOR THE CLAY OVEN",1184.37,154.48,"00",0.00,"N"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049361","00049361","DN-21922-EMPTY-HIL","00013240","","21/02/2026","TANDOOR THE CLAY OVEN",1184.37,154.48,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043373","Alloc","TRANSF","","STAT 123","18/02/2026","TANDOOR THE CLAY OVEN",-5193.03,0.00,"00",0.00,"Y"
"Crd Note",12,"TAN002","TANDOOR THE CLAY OVEN","00014472","00049361","DN-21922-EMPTY-HIL","","","23/02/2026","TANDOOR THE CLAY OVEN",-1184.37,-154.48,"00",0.00,"Y"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049397","00049397","DN#21929","00013267","","24/02/2026","TANDOOR THE CLAY OVEN",1653.19,215.63,"00",0.00,"N"
"Invoice",12,"TAN002","TANDOOR THE CLAY OVEN","00049398","00049398","DN#21929-EMPTY","00013268","","24/02/2026","TANDOOR THE CLAY OVEN",1897.50,247.50,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043373","Alloc","TRANSF","","STAT 123","18/02/2026","TANDOOR THE CLAY OVEN",5193.03,0.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043373","00049100","TRANSF","","STAT 123","18/02/2026","TANDOOR THE CLAY OVEN",-1171.09,0.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043373","00049259","TRANSF","","STAT 123","18/02/2026","TANDOOR THE CLAY OVEN",-1653.19,0.00,"00",0.00,"Y"
"Payment",12,"TAN002","TANDOOR THE CLAY OVEN","00043373","00049228","TRANSF","","STAT 123","18/02/2026","TANDOOR THE CLAY OVEN",-2368.75,0.00,"00",0.00,"Y"
"Crd Note",12,"TAN002","TANDOOR THE CLAY OVEN","00014485","00049398","DN#21929-EMPTY","","","25/02/2026","TANDOOR THE CLAY OVEN",-1897.50,-247.50,"00",0.00,"Y"
